,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119,phi_120,phi_121,phi_122,phi_123,phi_124,phi_125,phi_126,phi_127,phi_128,phi_129,phi_130,phi_131,phi_132,phi_133,phi_134,phi_135
PPP3R2,-0.0015628205,0.00014608694,0.0018912696,-0.000945432,-0.00030564202,0.00017509772,-0.000518162,4.391777e-05,-0.0008018206,0.0014256298,-0.0001220796,-0.0002877151,-0.0003303397,-8.0186575e-05,0.0003455334,0.00024971427,2.74469e-05,0.00024203109,0.0012524257,0.00026022154,-0.0006014563,-0.00054864225,-0.0005211751,0.00018647811,4.9540366e-05,-0.00035442464,-0.0007028046,-3.2850287e-05,-3.7102007e-05,-0.00025380353,0.00075662433,-0.00055367686,0.0015317015,0.00046369253,-4.9127935e-05,-0.00020150018,-6.407991e-05,0.00017963727,0.00013425451,-0.00015743075,-0.00018479387,-0.00025746212,-2.7320357e-05,-0.00020612306,-0.00019627907,-0.00015079406,0.0007286522,-0.00011226724,-0.00032566985,-0.00027350208,-0.0010834681,0.0005828472,5.0465453e-05,-0.0005770843,-7.3877425e-05,0.00028410568,0.00016069488,0.0011018019,0.00032663092,-0.0009192343,-0.0009390825,0.00016389685,-0.00044303533,0.00073520216,-0.0005527107,-0.00061773544,9.463189e-06,0.00047724159,-0.00055378187,0.00068327476,7.571378e-05,-2.1239124e-05,3.4265973e-05,0.0003981604,0.00010282964,0.00029110938,5.643143e-05,-0.00026989102,0.00017818912,-8.4089974e-05,-0.00012074452,9.9558914e-05,0.00042063516,-0.00059613516,-0.00044732512,0.0006615119,0.0008929895,-0.0006099764,0.00012794907,0.0005472106,4.4390705e-05,-0.00015651745,0.00012734445,0.00043196668,0.00055092067,0.00058013137,-0.00030797327,0.00013293042,0.00024775433,-0.0010112607,-7.69518e-05,0.0005006823,-0.00070558675,-0.00030557835,-0.00028159123,-0.00029752252,-0.000118889795,2.9915911e-05,0.00027637123,-0.00049582805,-0.00082002295,-0.0002530404,0.00045059787,-9.783241e-05,-0.00021768775,0.00036434951,0.00041663423,-0.00012503636,-0.00026477536,0.0006534929,-0.00017257448,0.00022598525,-0.0002528323,-0.0001950064,0.00048832654,-0.00055323355,-0.00020790256,-8.083983e-05,-0.0001970299,-0.00017158416,-0.00026228747,0.00043250044,-0.00029853018,2.509107e-05,-0.0005766129,-0.00012592631
PRDM12,-0.0025713493,0.0001958342,0.0031926557,0.00010020513,-0.0003785434,-2.6159114e-05,-0.0010488647,0.00028087484,-0.0011325339,0.0017357693,-0.00013283073,-0.0005960803,-0.00087362085,-0.00018614883,0.0007467053,0.0014340943,-0.0011856864,0.00042742596,0.00010061316,-0.0006370406,-1.1243594e-05,-0.0006459213,0.00046126946,0.00093684753,0.0014666053,-0.0008231351,-0.0005559817,0.0025984193,0.0014410156,0.00048200964,-0.00088661397,-0.00023155124,-0.00015678004,0.00039127862,0.0007474532,-0.00028086567,-0.0007971111,0.00033504306,-0.0011009601,0.00059340714,0.0022028345,-0.001014451,-1.5467742e-05,0.0006431702,0.0007218435,-0.00037634742,0.0005588448,-0.0012549657,-0.0006617091,0.00028558413,-0.0017784347,0.00015714469,0.00033176693,0.0003354866,0.0015540953,-0.00056094484,-0.00087385083,-0.0004652006,-0.0009103,-0.00060310896,-0.0012028391,0.00092608994,0.00013328383,-0.00015477891,-0.00026968034,-0.0032218455,0.0011287577,0.0015833535,-0.00051543413,-0.0003852166,7.312537e-05,-0.000929823,-0.00091419916,-4.508185e-05,-0.004036987,0.002087225,0.0036694163,-0.004657978,0.00077098235,0.0029171107,-0.00010037656,0.00015274948,0.0003573894,-0.00025431922,-0.0024341058,0.000659478,-0.00079708226,-0.0025787032,0.0011454914,0.00018924235,-0.00088358985,-0.0004392185,0.00034254527,0.00054592185,-0.0021122815,-0.0014399338,-0.00027813375,-0.0009133932,-0.00031627557,-0.0020091427,-0.00056038937,0.00045286378,-0.0001823557,-0.0007599349,-0.00041317445,-6.9606205e-05,0.0006854992,-0.00075252715,-0.00046674474,0.0004006652,-0.0016049872,0.0014009643,0.0002706156,-0.00056140946,-0.0018852247,0.0008672355,0.0021830392,0.00010515731,-0.0005757662,0.0021781002,0.00061068445,-0.0016499639,-0.0010201974,0.0012348323,0.0025913778,0.0021942975,-3.4566867e-05,-0.0018421906,0.001425856,-0.00071753,-0.0007963545,-0.00062731124,0.00068002247,-0.00015236282,0.0012978303,0.00062837155
PRDM5,-0.017226074,-0.010403642,0.01868033,0.0061897766,-0.0017406992,0.011412516,0.016313754,0.005510433,-0.024847744,0.03146965,0.0106715355,0.02112356,0.010609039,-0.00049236056,-0.005847111,0.017541356,0.01556659,0.044979475,-0.01741984,0.009301178,-0.017032998,-0.027627388,-0.006191441,0.008990051,0.027540246,-0.009225077,-0.023092253,-0.027926467,-0.0040791263,-0.00751299,-0.013574509,0.05213424,-0.025033746,0.009986221,-0.0386528,-0.08286675,-0.018974185,0.052205127,-0.047527965,-0.03243339,-0.073401,-0.038692426,-0.012524138,0.025888145,-0.040686645,-0.0031302408,0.0037529545,0.0028850858,0.023891432,0.004136977,0.005900856,-0.0076266155,0.01587025,0.014455011,0.002683602,-0.004117066,-0.006514182,0.0058486955,-0.019327285,-0.0074046724,-0.012358643,0.0002730672,-0.0003011444,-0.0039677876,0.005162137,-0.0026608608,0.008607153,-0.004105218,-0.0007513019,-0.0033130916,0.010403862,0.04567512,-0.0007717048,0.013055939,-0.025144521,0.018357433,0.013268486,-0.0030167017,0.003357084,0.015850738,0.0015628389,0.054934945,0.011655474,0.0032794408,-0.02244107,0.037710898,0.04175273,0.03320759,-0.00027789944,0.0028461872,0.0121621,-0.021987783,0.0037043954,-0.02459737,0.00792676,0.0046810955,0.002758389,-0.0025001545,-0.004934145,0.012878934,-0.035042956,0.07661308,0.023796618,0.002864667,-0.014105436,-0.0075590434,-0.017601905,0.024287047,-0.08937086,-0.020023463,-0.033800308,-0.019160768,-0.009514592,0.031907942,-0.05250796,-0.004043977,0.018150665,0.022740576,0.002696665,-0.012752325,0.0011366615,0.043066286,0.03436731,0.0018260414,-0.010354157,0.0022550477,-0.0081842635,0.0057437555,-0.0008696261,-0.01691248,0.014511527,0.0040839706,0.013775154,-0.0074027255,0.008727308,-0.034754686
PRELID2,0.0012967705,3.7359596e-06,-0.008231407,0.0008239726,0.00074364577,-0.0008152164,-0.0009543143,-0.0008659021,0.00045020838,0.0011946239,-0.0010997957,0.0013865659,0.0004487652,-0.0006463301,0.0011643692,0.00022639755,-0.0012681935,0.00091088895,-0.0059778276,0.0003590214,0.0046956674,0.0017473797,-0.0020480973,-0.0010207919,-0.0031475357,0.00040673406,-0.001768648,-0.0026625663,0.006213004,-0.0012468396,-0.00032632987,0.01841106,-0.0031632076,0.000254664,-0.00013853978,0.0015460614,0.004736132,0.00045450457,0.0023014823,0.0020539062,-0.0012107521,-0.00032354865,-0.0009946967,-0.00030962925,0.00024486735,-0.0038935994,-0.0034709473,-0.0024101865,0.0033162846,-0.0013008219,0.0027168537,-0.00158564,-0.00025466748,-0.00012736866,0.0012972936,-0.0038482992,-0.001905762,-0.00071969506,-0.0037698168,0.004857156,-0.0019329609,-0.0016786712,-0.003181335,-0.0012057484,-0.0059587792,-0.0013718961,-0.0012846222,-0.0026185464,-0.0010159145,0.0006256006,-0.002897337,-0.0017563758,-0.0027364607,-0.0021551023,8.5047584e-05,0.0014766746,0.0017348686,0.00188504,0.0021349657,0.002137415,-0.0016699727,-0.0069945725,-0.0005298617,-0.002771111,0.0028785865,-0.003267757,0.0021174322,0.0015249887,-0.0059438525,-0.00067957566,-0.0011475171,-0.007453804,-0.002053014,0.0018037293,0.00079192285,0.0015214569,0.0031564797,0.0046711625,-0.0059102587,-0.0012598516,-0.0024894022,0.0064827455,-0.0023583067,0.00022699355,0.0003080128,-0.00025192706,-0.0009147227,0.0032439656,-0.00951918,0.0032961974,-0.0030447792,-0.0003076369,0.0012527682,0.003589584,0.0027565605,0.00015814004,-0.00370274,-0.0010019321,0.00031858962,-0.004469471,-0.0023206223,-0.0039415457,0.0035970986,-0.0013182912,0.0037245892,-0.0034038427,-0.003156259,-0.00024430358,0.00016866153,-0.002056014,-0.0033065006,0.0035134119,0.0047442084,-0.0027176111,-0.0029111744,-0.0032748862
PRELP,0.0007459948,-0.0014521648,-0.0017918063,0.00041322983,0.00027918094,-0.00074834627,-0.001172555,0.0005785603,-0.00015951907,0.00086774956,0.0003253534,-0.00027949578,0.00027719926,0.0010565604,0.00061465375,-0.00054083584,0.0006544591,0.002016669,-0.0010935563,0.0009226152,-0.00078902335,-0.00021020648,0.0017231741,-0.00455304,0.00034567618,-0.0016520467,-0.0014724551,0.00043383765,0.0015722021,-0.0022488472,-0.0013639131,-0.0017095846,-0.00073992123,-0.0019451177,0.0012514845,-0.0010515738,0.0010326806,0.0006909117,-0.00092835596,-0.0011506111,0.00064937206,-0.00029076013,-0.0006793914,-0.0016842153,0.001251327,-0.0007005275,-0.00068344094,8.679711e-06,0.0005648176,-0.00068826706,0.0006466403,4.3644824e-05,-0.0010730539,0.0012953652,-0.0015377209,-0.0015899052,-0.00026301917,0.0014284734,-0.0013359335,0.0027913481,0.004226682,-0.00065084297,-0.004397725,-0.003125229,0.001669196,0.0004645402,-0.000171666,3.1393218e-05,0.0006636722,-0.0034027998,0.0012633695,-0.00086860184,0.0012156965,0.0004332398,0.00024121405,0.0003483665,-0.0014645295,-0.0018320449,-0.0008836435,0.00036893564,0.0016935107,0.0007216919,0.0007579202,-0.0043181684,0.00044483127,0.0003268603,-0.0004667043,-0.001273116,0.00011997513,0.00039209795,-0.0044636372,-0.0002784472,-0.0019280185,-0.00015562463,0.00031698134,1.7395107e-05,0.0020793318,0.0014492767,-4.2995674e-05,-0.00069609407,0.00059591257,-0.00028136652,0.000721075,-0.0016215639,0.0011702416,-0.0019017458,0.0033269152,0.002779022,0.0009372995,0.0014500729,-8.885095e-05,-0.0011839105,0.0013105844,0.0009232399,-0.0030024603,-0.0010903399,-0.0009146254,-0.0013098983,-0.000725471,-0.00030814303,-0.00033838887,-0.0017743583,-0.0004961163,0.00049736,0.00017094458,-0.0008961424,0.00035657108,0.00215926,-0.0015022473,0.00072488625,-0.00028223277,-0.0024823446,-0.001527961,-0.0018589431,0.0014447707,0.0010942365
PREX2,-0.00046700964,0.00019518836,-0.0041521043,-0.00074631383,0.0010047982,-0.0007742235,-0.0023935144,0.0013975576,-0.0016484038,0.0031289572,-0.0011831616,-0.0017277999,0.00025294613,-0.00084130035,-0.0007726431,-3.129216e-05,-0.0031081568,0.0012955447,-0.00015107273,0.0017271455,0.0043969327,0.0028288492,0.000652973,0.00042478179,0.004156701,-0.003196486,-0.0002649101,0.00042805992,0.0024685794,-0.0027096176,-0.0017011394,0.01214335,-0.004189129,-0.0033764325,0.00074120145,0.00064879,-0.001387806,0.0038140228,-0.002761958,-0.0010186419,0.005727221,-0.002715536,-0.002167785,0.00041851102,0.0016249717,-0.00051950576,0.00077898713,-0.0016970711,-0.000890255,0.0019092992,0.0011604818,0.0015671473,0.0025614877,-0.00071841246,0.001576615,-0.002342745,3.728764e-05,-0.0014118479,-0.005677572,-0.0007817369,0.004736899,0.0016186286,-0.00022178469,-0.0015460517,0.0038677673,0.0011754228,0.00057666085,0.0034398693,0.0015446458,-0.0010486685,-0.0038801078,-0.0016594755,-0.002369205,-0.00079907285,-0.0009669175,0.0037038836,0.0013377692,0.000820961,-0.0033680503,-9.9903446e-05,-0.0016476052,-0.00688036,-0.00031245567,-0.00054133165,0.006279106,-0.005455966,0.002478946,-0.000867345,0.0017581845,-0.003196448,0.0031758738,-0.0011226559,0.000636363,-0.004681904,0.0030327025,0.0028887824,-0.001724902,0.0006944544,-0.0010324924,-0.00029458932,-0.0064425175,0.00053756277,0.0019954068,-0.004172486,-0.0011046021,-0.0023971384,0.0025774124,0.0028164568,-0.008839004,0.0019450336,0.0005680148,-0.00086687895,-0.0021763623,0.00082819595,-0.0027274403,-0.00026273588,-0.0015610872,0.00061997236,-0.0010098097,0.0018263867,-0.00017802582,-0.0063137095,0.0011432952,0.0040979884,-0.0005396299,0.0026365041,-0.0024078991,0.0027552966,-0.0025943299,0.0028895596,-0.0021314,0.00014170188,-0.0020989205,-0.0012064279,-0.0015622135,-0.0018617008
PRICKLE1,0.007524421,-0.0017068086,-0.019934097,0.0004306045,0.00082170864,0.00012743656,-0.0014907429,0.00074799656,-0.0002269997,-0.0019127595,-0.0013283156,-0.0008806657,0.0011319558,0.00043863858,-0.00063095265,-0.0006022355,0.0010672407,0.002285159,-0.0057514487,-0.0017868483,0.0011881428,0.0033478409,0.0012063283,0.00234247,0.0018624649,-0.0015207335,-0.000115958755,0.0005533195,-0.0004800533,0.0013584427,0.000109784,0.011254115,0.0015361913,0.0017738469,-0.0020964523,0.00349641,-0.0015389891,0.0014589025,-0.0010408373,0.003963313,0.0008153575,-0.0048658126,0.0023799893,0.0017643805,-0.0005200885,-0.0041205175,3.2489372e-06,-0.002669609,-0.00066781236,-0.002681798,0.00055026973,0.004193102,-0.0028639238,-0.00042176538,0.0027424954,-0.0012426323,0.004798801,0.0010923779,-0.00065049046,0.0003990602,0.0014015533,0.00086651806,0.0043046908,0.0020762812,-0.0012913789,0.0030256053,-0.0033976324,0.0029269685,-0.0013339132,-0.0013279291,-0.0018144727,-0.00060705433,-0.00077478244,-0.0030585548,-0.00025985923,-0.00046150706,-0.0014546529,-0.0004039408,0.002951451,-0.0034604445,-0.0010120195,-0.0046631736,0.0010774172,-0.0066238414,0.0046362667,-0.0034824791,-0.0009383031,-0.00041319127,-0.0019077173,0.0027268429,-0.002162622,-0.0029665213,0.0019147756,-0.00095351686,0.0045133927,-0.001193628,-0.001065006,0.0018706978,0.0014058702,0.0012099403,-0.0023647652,0.0011359268,-0.0040868297,-0.0050820946,0.0014065751,0.0022991302,0.0028242336,-0.002918314,-0.009343951,-0.0015272304,0.005498573,-0.0018087786,0.00049959327,0.001480536,-0.0012867535,-0.004262018,-0.0023366997,-0.0001260405,8.951324e-05,-4.7047117e-05,-0.0011555644,-0.0036068265,0.002508668,0.00095365,0.0023077808,-0.002528492,-0.0011064518,0.0025457137,0.001024036,0.00051085267,-0.0013033843,-0.0009801073,0.0015869759,0.0007059506,0.001094266,-0.0015932736
PRICKLE2,0.00088078296,0.0003249373,-0.0076316367,-0.0015659076,9.2838294e-05,-0.0008379584,-0.001034853,0.0009916144,-0.0025749227,0.0009062958,0.00057396636,-0.0017319731,0.00015008802,0.00014214002,0.0006864956,0.0011504033,-0.004373427,-0.00052023685,0.0030778556,-0.0024255607,-0.00087317394,0.0036733595,0.0021483803,0.0014663178,-0.0016376819,-0.00075224537,-0.0044401907,-0.0030476477,-0.0021367727,-0.003981306,-0.0027762586,0.020974355,0.0013220578,0.0007270385,-0.0015054239,-0.0012095375,-0.0031953007,0.0020269153,-0.0021393013,0.0031723082,-0.0017657408,-0.0019223888,0.0023372355,-3.1952008e-05,-0.0013275123,-0.003684849,-0.00021011823,-0.0031281104,-0.0062197177,0.0013900825,-0.0020262676,0.0032559019,0.0024997336,0.003288924,0.0023537213,0.0019487526,0.0022952633,0.0033944547,-0.0041845273,0.00468207,-0.0026184178,0.0004600868,0.0035270418,-0.0015118219,-0.001829089,-0.00053064345,-0.00422489,-0.0016521573,-0.00055746414,-0.0027862007,-0.003286851,0.004189396,0.001432861,-0.0033084971,0.0031899035,-0.0007501973,0.001492559,-0.0049818805,-0.0035461385,0.0007216994,-0.00056472974,-0.0066044093,0.0017183463,-0.003896776,0.0026557732,-0.0019044476,0.0018234978,-0.0017974912,-0.00529604,0.00751853,-0.0039603407,-0.001934832,-0.00048104662,-0.0011354289,0.00041189493,0.005997711,-0.0032950542,0.0024641112,-0.0062852395,-0.00046485564,-0.005212082,0.0032092803,0.0012121736,-0.0020193744,0.0029321348,0.002953478,-0.0016721577,0.003171997,-0.010956985,-0.001515582,0.0037924466,-0.0029835207,0.0006210718,0.0029821116,-0.0064888084,-0.0009204659,0.00043251654,-0.0032038065,-0.003541081,-0.0003360882,-0.0005341105,-0.0020237658,-0.0040573105,-0.0035238205,-0.00085886795,0.00161802,-0.0025894998,0.0037477668,0.0002566951,-0.003389073,-0.0030252214,0.0010096304,0.0027916785,-0.0030779145,0.000991684,-0.003249504
PRIM2,0.0025162636,0.00088724564,-0.014561271,-0.00012748843,0.00017461006,-0.0016756854,-0.0017417046,7.056515e-05,-0.00040819592,0.0013806162,-0.0014115289,-0.00070307945,0.00012893666,-0.00117844,0.0012814658,-0.000718644,-0.0049311263,0.0007655188,-0.0018106629,0.0036507524,0.0013435014,-0.0044047837,-0.0048902775,-0.0029302523,0.00054702983,0.0014725941,0.0011028561,0.004647101,-0.0020529707,-0.0007872904,-0.0036930807,0.02956515,-0.0037522668,0.0030551285,-4.4022225e-05,-0.0013059342,-0.00062699185,-0.0017892141,0.0029610991,0.0011252046,-0.0018818824,-0.0029413584,-0.00018911879,-0.0016942632,0.00065247563,-0.003065596,2.5311327e-05,-0.0002166114,0.0032492124,0.0016239504,-0.0022891532,-0.00032354874,-0.0013915283,0.00341722,0.0032518394,-0.0033766422,0.0013387048,-0.00023370842,-0.0017701538,-0.001879261,0.0013550776,-0.0063596615,-0.003074333,-0.00036167377,-0.00010760562,0.0014430782,-0.003117838,-0.0027891053,-0.0026121365,0.00090954377,0.00092603004,-0.0040692566,0.0004657516,-0.002064099,-0.0008168991,0.00033614103,0.0046081115,-8.589157e-05,-0.0026803915,0.0025804073,-0.003806732,-0.008482194,0.0015227145,-0.007490452,0.004784477,-0.0004051948,-0.0025545487,-0.0057478687,-0.0011551625,0.001906125,0.0004683578,-0.0036411255,-0.00060789305,0.0025896507,0.0010227201,0.0005439831,0.0011072108,0.0041129207,0.0011270468,0.004996522,-0.0041960482,0.007760965,0.0063612014,0.0036866288,-0.0042925864,-0.0009498551,-0.0012276054,0.0055906954,-0.010449008,0.004061876,0.0028061275,-0.0015288308,-0.0033145547,-0.0026265292,-0.00294315,-0.0050858855,0.0014311058,0.002197484,-0.0024332867,-0.0021260767,0.00035729213,-0.005242502,0.0036061057,-0.00060956215,-0.005931823,0.0013237896,-0.0038084905,0.002215239,0.0051938263,-0.002752708,-0.0036553463,-0.0014119268,0.0020316285,-0.0015825742,-0.00079355406,-0.0039102044
PRKCA,0.0012117542,0.0010002843,-0.011864922,0.000805655,0.00044171742,-0.0007787961,-0.0021180315,0.00074922695,0.00074676535,0.0017237703,-0.00045528813,0.00035475564,-0.0009240388,-0.0005477611,0.0021857563,0.0005408211,-0.00291214,0.0008628123,-0.0010783913,-0.00047437774,-0.0009648872,0.004507867,0.001961507,-0.0024990435,-0.0035133234,0.0010867987,0.0017677583,0.00033994488,-0.0032498038,0.00042442518,-0.004400364,0.024042856,-0.002700074,-0.00040957928,-0.00064841664,-0.0024324108,-0.0022720713,0.002110341,0.0014545296,-0.0005495691,-0.0017370665,-0.0011537641,0.0007537881,-0.0011838472,-0.0007050539,-0.004077109,6.8633104e-05,-0.0021078126,0.001014681,-0.0016192871,0.0029208157,0.001389896,-0.0008217338,0.002797313,0.0014915207,0.0011767654,0.0011827357,0.000816157,-0.0070759677,0.001199527,0.0018386604,0.0034704045,-0.00114071,-0.0047525074,-0.0037668291,0.0010461449,0.0010663761,0.0011926468,-0.00026951067,0.00048873894,-0.0029585941,0.00014448189,0.0009132985,-0.0027297463,0.0036294789,0.00038533806,-0.00021531836,0.0009215377,0.0052737626,-0.0020576892,-0.00024700665,-0.0048282063,-1.24005755e-05,-0.0065926393,0.004402803,0.00076318183,-0.0038927428,-0.0012324607,-0.0046724915,0.0028148922,0.0015776101,-0.0016910369,-0.0017094626,0.0020754586,-0.0015765405,-0.001593574,0.00036820595,0.00054010766,-0.0027076,0.0015722241,-0.0053001395,0.003234982,-0.00028477263,-0.00063506135,-0.0030480926,0.001111234,-0.0015893924,0.003377712,-0.010545766,0.0006885626,0.0016394384,-0.0041882303,0.00018932323,-0.0029209144,-0.005524305,-0.0026808034,-3.649659e-06,0.0029883576,0.0027996176,-0.00048401047,0.002155798,-0.0037204768,0.0018207955,0.004198993,-0.0059342706,0.003151293,-0.0031818764,0.0010826606,0.0031599365,-0.0012626013,-0.007687331,0.00047661434,0.00027416358,-0.0032363134,0.0031095282,-0.0044370964
PRKCZ,0.002443888,-0.00035761617,-0.01144951,-0.0013581939,-0.00035615874,0.0004469076,-0.0008175611,0.0009574903,0.00091162964,0.0006189982,0.00054823305,0.00055700605,-0.0006744468,-0.00045600877,0.00013689282,-0.0002908973,-0.0023944874,0.0005639966,0.0032454215,-0.0014528213,0.0004964394,-0.0015575946,0.004655977,0.0004283628,0.0033977653,0.00031800935,0.0004463458,-0.0014560298,-0.0039658025,-0.0029815168,-0.002795407,0.016570577,0.0034240598,-0.0020965505,-9.869796e-05,0.0037066275,-0.001722568,0.0014790021,-0.002516693,0.00081445667,-0.0013225179,0.00093003764,-0.0016421153,0.00127875,0.00015671377,-0.00436192,-0.000408119,0.0015804414,0.002108616,0.0016520015,0.0012408453,-0.002855908,-0.0020301216,0.0010461368,0.00092599425,-0.0028549118,-0.0024734163,-0.0006656117,-0.0060602487,-0.0040498376,0.0049975757,0.003005196,-0.0013426346,0.0007460336,-0.00084113446,0.0010699709,0.0018351834,0.00015264597,0.004618652,0.0033789768,-0.004220979,-0.0006544924,-0.008025078,-0.0014138684,0.000585823,0.003039297,0.0016027618,0.000714689,0.0009997851,-0.0018157804,-0.00022904985,-0.0050162533,-0.000597606,-0.00040315237,-0.00064249244,0.001956909,0.0025453037,-0.00061137433,0.0011632841,0.0043721767,-0.0014345833,-0.0010676457,-0.0017573474,0.0040827594,-0.007905525,-0.0009200463,0.0038396446,-0.0048830938,-0.006061298,-0.0026413125,-0.0035888131,-0.004375139,0.0010408845,0.0023120425,-0.0019137089,-0.0040666205,-0.0057717552,0.0032407984,-0.0064512705,-0.0022064394,0.0071613276,-0.0022632624,0.006853571,-0.0018196844,-0.00015888971,-0.0032558108,-0.0013511222,-0.00017467706,-0.00070637255,-0.0029925604,-0.0015644769,-0.0010797676,0.0023611707,-0.0023206885,-0.0019049753,0.00606828,-0.0017163061,0.0038614844,0.0010963267,0.0024988565,-0.0048026317,0.0029226749,-6.345679e-05,-0.0025354994,0.0023783876,-0.003301667
PRKD1,-0.0013194684,-9.1117596e-05,-0.006514065,-0.000991833,0.00048009263,-5.4459102e-05,-0.002455747,0.00011817962,-0.002685677,0.005175894,-0.0021874455,-0.0011469383,-0.0005258762,-0.00091500685,-0.000550862,0.00062112603,-0.006916355,0.0013713415,0.0035449627,-0.0015318997,-0.004044977,-0.0026869292,-0.005194364,0.00054957543,0.0017615058,-0.004875898,0.0016653859,-0.0033729319,0.0030799708,-0.0030708574,-0.0022954075,0.023199592,0.0012393532,0.0009936941,0.0011222538,-0.00010773511,-9.619796e-05,0.00037572286,-0.00025499339,0.005111413,-0.0018041269,0.0007753628,-0.0007418708,0.001772099,-0.0031957962,-0.0047262996,0.00042194585,-0.001625859,-0.001223635,-0.0011223336,0.0012503864,0.0030629185,-0.001854679,-0.0022507783,0.0031993403,0.00035846286,-0.003296778,0.0037694694,-0.0025172865,0.0018157541,0.002646914,-0.001637117,-0.0021329273,0.001978053,0.00070446386,0.002058088,0.0006475015,-0.0005315054,0.003975484,-0.00076000806,-0.0019838014,-0.004163066,-0.0033160772,-0.0038647994,0.0007259511,-0.0014308067,0.00083569175,-0.0026849739,-0.0010877155,0.0024176883,-0.0024665154,-0.005692087,-0.002515672,-0.001448212,0.0006081833,-0.0047856295,-0.0014433962,-0.0033178222,-0.0069883172,0.004245893,-0.0033052536,-0.008273732,-0.0006216003,0.0003468847,0.0010275902,-0.004021177,-0.0022304973,0.0015306585,-0.001166885,-0.00085943163,-0.003759085,0.0026852174,-0.002229132,-0.0015011426,0.0050136186,-0.00039682415,0.0017244803,0.0030261546,-0.015575741,0.0047440734,0.004071787,0.002988641,0.0031194414,0.0012298657,-0.0067468844,-0.0007935132,-4.8028527e-05,-0.0062068054,-0.000116599505,0.0030508537,0.0005853294,-0.005208779,-0.0034590599,-0.0019461976,0.0029268141,-0.001497857,-0.003259481,-0.00011251463,-0.00020512713,0.0032479682,-0.00520474,-0.0017730905,-0.002441721,-0.0025529042,-0.0056304815,-0.0062104836
